"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","500","Login to Application: Successful login with valid credentials","","Sat Nov 08 05:37:24 WIB 2025","passed","Sat Nov 08 05:37:24 WIB 2025","","","",""
